h3_index,center_lat,center_lon,h3_lat,h3_lon,violation_count,unique_vehicles,avg_severity,avg_vehicle_weight,multi_violation_pct,top_violation,top_vehicle,police_station,peak_hour,primary_road,highway_type,violations_per_day,boundary,avg_delta_v,avg_delta_v_pct,avg_time_loss,cpi,risk_level,enforcement_priority,velocity_recovery_per_violation
886014595bfffff,13.017600726666666,77.53767266666667,13.01607175651979,77.53627595593315,15,15,0.25,0.7666666666666667,0.06666666666666667,WRONG PARKING,CAR,Rajajinagar,23,Kanteerava Studio Main Road,residential,0.1,"[(13.013566333260863, 77.54044481724128), (13.018552366068429, 77.54052780473636), (13.021057654946935, 77.53635887271304), (13.0185769855507, 77.53210722278651), (13.013591186982596, 77.53202437947819), (13.011085823569106, 77.53619304191544)]",4.8470301624129934,13.333333333333336,0.26500714802199454,0.1656,Low,0.08782890931800512,0.32313534416086626
88618925e7fffff,12.953520300000001,77.62018488,12.955949167990005,77.61950882684387,15,15,0.1364,0.4066666666666667,0.0,NO PARKING,SCOOTER,Ashok Nagar,21,Neelasandra Bazaar Street,tertiary,0.1,"[(12.953439599212963, 77.62368010178277), (12.95842837928671, 77.62376449867496), (12.960937814500824, 77.61959315295744), (12.958458543205742, 77.61533767929355), (12.953469996590405, 77.61525342676237), (12.950960487809535, 77.61942450353983)]",4.812577339520495,12.0,0.20656736382433316,0.2127,Low,0.07398498609417396,0.3208384893013664
8861892ed9fffff,12.961272246666665,77.63559072666666,12.963386921362435,77.63227665750212,15,14,0.24555999999999997,0.6066666666666667,0.13333333333333333,NO PARKING,CAR,Halasur,0,HAL Old Airport Road,primary,0.1,"[(12.960877172537383, 77.63644852674992), (12.965866252036955, 77.6365331444563), (12.968375867305811, 77.63236120441258), (12.965896476603117, 77.62810491553789), (12.960907630428283, 77.62802044223469), (12.958397941629135, 77.63219211340875)]",4.794582366589327,12.0,0.22129599135540395,0.2737,High,0.1003849677554608,0.3196388244392885
8861892449fffff,12.86964741875,77.6533838,12.86600773366905,77.6516943928261,16,14,0.25825,0.50625,0.0,WRONG PARKING,SCOOTER,Electronic City,5,Basapura Road,secondary_link,0.10666666666666667,"[(12.863494755503062, 77.65586569446205), (12.868485062800193, 77.65595061808416), (12.870997908198012, 77.65177924567593), (12.868520519038581, 77.64752321822424), (12.863530444948156, 77.6474384389676), (12.861017526808231, 77.65160954280292)]",5.086702436194897,14.062500000000004,0.2759250386339548,0.1937,Low,0.07822502730270027,0.31791890226218106
8860145945fffff,13.037619266666667,77.56659640666666,13.03842345693307,77.5661280470242,15,15,0.3679066666666666,0.7,0.13333333333333333,NO PARKING,CAR,Kodigehalli,6,5th Main Road,unclassified,0.1,"[(13.03591774884207, 77.57029837037169), (13.04090444462012, 77.57038187522379), (13.043410018310801, 77.56621148111807), (13.040928970704126, 77.56195785159773), (13.035942508849473, 77.56187449103622), (13.033436860675879, 77.56604461571027)]",4.746450116009282,12.666666666666668,0.24384320355714237,0.2004,Low,0.09967164912175225,0.3164300077339521
8861892ccdfffff,13.032992545454546,77.62808139090909,13.030748371366718,77.62920332466946,11,11,0.5332727272727271,0.7090909090909091,0.0,NO PARKING,CAR,K.G. Halli,22,8th Main Road,residential,0.07333333333333333,"[(13.028240555589912, 77.63337598712279), (13.03322905540922, 77.63346057066829), (13.035736737134913, 77.62928783739143), (13.03325599304287, 77.62503078958214), (13.02826772652378, 77.6249463504945), (13.025759970794255, 77.62911881476406)]",3.45277367643957,10.0,0.1970805157602389,0.1838,Low,0.05312267392439861,0.3138885160399609
886189258dfffff,12.940309794117647,77.60963572941176,12.941013871091936,77.61082994895045,17,17,0.2829176470588235,0.5764705882352941,0.058823529411764705,NO PARKING,CAR,Adugodi,21,Hosur Road,primary,0.11333333333333333,"[(12.93850415526832, 77.61500068601029), (12.943492802546366, 77.61508493012087), (12.946002384873116, 77.61091412229874), (12.94352339344457, 77.60665933934236), (12.938534979723652, 77.60657523955483), (12.936025323871913, 77.61074577840637)]",5.285877576088441,11.47058823529412,0.17524383515557992,0.2759,Critical,0.09311901808937294,0.3109339750640259
88618920e5fffff,12.955862835294118,77.74531137647058,12.955464129404143,77.74599938292201,17,17,0.4815882352941177,0.6235294117647059,0.4117647058823529,NO PARKING,LORRY/GOODS VEHICLE,Whitefield,2,Taralaya Road,residential,0.11333333333333333,"[(12.95295075793616, 77.75017552507632), (12.957943029753357, 77.75026209016245), (12.960456268256163, 77.74608587709297), (12.957977307645054, 77.74182336705135), (12.952985268018214, 77.74173694667307), (12.950471956809796, 77.74591289163428)]",5.277289477275829,17.647058823529413,0.45960169618473884,0.2018,Low,0.16357997799459145,0.3104287927809311
88618924abfffff,12.905744825412503,77.57328233845638,12.903742264817788,77.57229683267205,12,12,0.4071666666666666,0.6749999999999999,0.0,NO PARKING,CAR,K.S. Layout,23,Kanakapura Road,trunk,0.08,"[(12.901232688046463, 77.57646557269152), (12.90622053218394, 77.57654914665102), (12.908729975544404, 77.57238033592843), (12.906251648299783, 77.5681282204083), (12.901264038133737, 77.56804479063038), (12.898754521238722, 77.57221333219678)]",3.7065496906419177,10.416666666666666,0.20251691478434045,0.2974,Critical,0.057061142288703785,0.3088791408868265
8861892dd9fffff,13.071407862500001,77.63362322083333,13.068147574284675,77.63405273442848,24,23,0.3936583333333333,0.5833333333333334,0.5416666666666666,NO PARKING,CAR,Hennuru,5,Thanisandra Main Road,primary,0.16,"[(13.06564063753034, 77.6382260908916), (13.070628990780966, 77.63831076783957), (13.07313579324062, 77.63413734053043), (13.070654316669055, 77.62987950532), (13.065666196638626, 77.62979497287836), (13.063159319957299, 77.63396813114657)]",7.374435663186389,16.458333333333336,0.29634757673057194,0.3022,Critical,0.2218826226687774,0.30726815263276624
88618924e3fffff,12.899000627272727,77.58591921818181,12.896212954754894,77.58480343584444,11,11,0.40449090909090907,0.6818181818181818,0.18181818181818182,NO PARKING,CAR,J.P. Nagar,6,18th Cross Road,residential,0.07333333333333333,"[(12.89370279829422, 77.58897255890138), (12.898691042439454, 77.58905634499071), (12.901201065601688, 77.58488715122041), (12.898722918015574, 77.58063444042838), (12.893734907722845, 77.5805507985482), (12.891224811161543, 77.58471972325668)]",3.359808057371863,10.454545454545455,0.22487809967984998,0.1723,Low,0.08810856236276471,0.3054370961247148
88618920abfffff,12.955313415066291,77.71858076937477,12.955566075157025,77.72068699426808,15,15,0.34060666666666667,0.6733333333333333,0.4666666666666667,WRONG PARKING,CAR,Whitefield,0,Varthur Road,residential,0.1,"[(12.953053464141048, 77.72486216546987), (12.958045039132719, 77.72494829650148), (12.960557517063581, 77.72077305441168), (12.958078492878563, 77.71651194957161), (12.95308715033161, 77.71642596317876), (12.950574599522662, 77.72060093699294)]",4.514097061098222,11.333333333333336,0.20908534317801872,0.1687,Low,0.16289484988624736,0.3009398040732148
8861892db5fffff,13.121598993333333,77.62229936,13.12055627465143,77.62229307285972,15,15,0.30632000000000004,0.6866666666666668,0.13333333333333333,WRONG PARKING,MAXI-CAB,Yelahanka,22,unknown,residential,0.1,"[(13.118051132017595, 77.62646668475213), (13.123038759911635, 77.62655117451601), (13.12554376782341, 77.62237749176626), (13.123061222491138, 77.61811958846782), (13.118073827889615, 77.61803524322696), (13.11556874532562, 77.62220865676731)]",4.481832946635732,15.000000000000004,0.3543755636687663,0.1762,Low,0.0957500299279966,0.29878886310904884
88618920a9fffff,12.956342676136396,77.73087099344029,12.955532367899814,77.7291236650614,21,21,0.4843738095238095,0.6238095238095238,1.0,NO PARKING,CAR,Whitefield,2,2nd Main road,residential,0.14,"[(12.953019503394888, 77.73329916005275), (12.958011310746526, 77.73338543574619), (12.9605240422063, 77.72920986985774), (12.958045039132719, 77.72494829650148), (12.953053464141048, 77.72486216546987), (12.950540659860671, 77.72903746313843)]",6.251414208374766,17.61904761904762,0.40314212989074794,0.2021,Low,0.2963735977920521,0.2976863908749888
8860145335fffff,12.862038475,77.52996961875,12.859014700595626,77.52945760502502,16,16,0.38518749999999996,0.59375,0.3125,WRONG PARKING,CAR,Thalagattapura,6,Kanakapura Road,tertiary,0.10666666666666667,"[(12.856505188766475, 77.53362407665135), (12.861492154639018, 77.53370690511007), (12.864001533176946, 77.5295403628481), (12.861524019362268, 77.5252912614886), (12.856537287922972, 77.52520857705078), (12.854027835862942, 77.52937484995734)]",4.756505582946635,12.812499999999996,0.24050412850583575,0.2401,Medium,0.13583151899225449,0.29728159893416467
8861892e43fffff,12.977847680047859,77.69657362001988,12.978107748074503,77.69998445097488,16,16,0.27865,0.73125,0.1875,NO PARKING,CAR,Mahadevapura,22,Ferns City Road,residential,0.10666666666666667,"[(12.975596370412172, 77.70415913100915), (12.980587211637948, 77.70424491335244), (12.983098455956647, 77.7000701624421), (12.980618932217364, 77.69580989764549), (12.975628323626093, 77.69572425990539), (12.973117006137267, 77.69989874236445)]",4.7298560759860795,14.375,0.3236149886324815,0.1716,Low,0.11043657402988469,0.29561600474912997
8860169015fffff,13.202253010000002,77.67845568,13.202717611118837,77.67852350588166,10,10,0.21139999999999998,0.7,0.0,NO PARKING,CAR,Devanahalli Airport,5,unknown,tertiary,0.06666666666666667,"[(13.200213035160843, 77.68270040311243), (13.205201570015992, 77.68278587986312), (13.20770601093176, 77.6786089116761), (13.205221991808587, 77.67434673572838), (13.200233689610712, 77.67426140373287), (13.197729173876432, 77.67843810293567)]",2.9400000000000004,10.500000000000002,0.25210084033613445,0.2155,Low,0.045345867307999416,0.29400000000000004
8860145b2dfffff,13.017244033333334,77.58691773333334,13.015918403818235,77.58681337474293,18,18,0.29629999999999995,0.7444444444444444,0.16666666666666666,WRONG PARKING,CAR,R.T. Nagar,21,Taralabalu Road,residential,0.12,"[(13.013411456247434, 77.59098419557743), (13.018398892730254, 77.59106804868345), (13.020905706157452, 77.58689715707845), (13.018425157291258, 77.58264268163106), (13.013437954544374, 77.58255897285183), (13.010931066925547, 77.58672959519899)]",5.2871858081979894,14.444444444444445,0.3079025641431711,0.1737,Low,0.11488454829724176,0.2937325448998883
88618924b7fffff,12.910105238180645,77.55049955649609,12.911300172600205,77.55137190265266,33,33,0.5764333333333334,0.593939393939394,0.7272727272727273,PARKING IN A MAIN ROAD,CAR,K.S. Layout,5,Dr. Vishnuvardhan Road,secondary,0.22,"[(12.908791429010074, 77.55553993282743), (12.913778638712374, 77.55562315053382), (12.916287248739724, 77.55145504967537), (12.913808722789817, 77.5472040004214), (12.908821747261712, 77.54712092684564), (12.906313063507167, 77.55128875839901)]",9.654530513956269,23.63636363636364,0.49552086026998476,0.3174,Critical,0.29439241108948877,0.29256153072594754
88618920e9fffff,12.94087436,77.747124012,12.94048751069616,77.74573991770791,25,25,0.358202,0.56,0.52,NO PARKING,SCOOTER,Whitefield,23,Balagere Road,tertiary,0.16666666666666666,"[(12.937973740544683, 77.74991584713099), (12.942966113256325, 77.75000240356073), (12.945479750548646, 77.74582640322961), (12.943001087733586, 77.74156411455847), (12.938008947226772, 77.74147770282185), (12.935495237327837, 77.74565343506896)]",7.283155452436194,18.4,0.3645410384799321,0.2545,High,0.21637403390812127,0.29132621809744774
8860145b67fffff,13.007249775,77.59294795,13.00842398524627,77.59090034526537,20,20,0.34343,0.595,0.05,NO PARKING,CAR,R.T. Nagar,3,Jayamahal Road,primary,0.13333333333333333,"[(13.005916709536104, 77.59507122301261), (13.010904314608377, 77.59515514409622), (13.013411456247434, 77.59098419557743), (13.010931066925547, 77.58672959519899), (13.005943695554672, 77.58664581844647), (13.003436479802065, 77.59081649774713)]",5.792700116009281,12.500000000000002,0.19125717929143787,0.2851,Critical,0.09939795272920315,0.2896350058004641
88618926b5fffff,12.856867141945722,77.58890292677955,12.858784177580333,77.58838613440561,16,16,0.38443749999999993,0.675,0.0,NO PARKING,CAR,Hulimavu,4,Bannerghatta Road,primary,0.10666666666666667,"[(12.856272896111811, 77.5925548901145), (12.861261500667663, 77.5926387273725), (12.863772649122533, 77.58846990096352), (12.861295266141285, 77.58421750627551), (12.856306895431018, 77.58413381320155), (12.853795673854227, 77.58830237063735)]",4.621845997679814,11.25,0.19352780493007615,0.2853,Critical,0.07133586763124974,0.28886537485498837
88601459e9fffff,13.045317376190477,77.50814113809524,13.046055385840756,77.51151296673947,21,21,0.19975238095238096,0.5047619047619047,0.14285714285714285,WRONG PARKING,SCOOTER,Chikkabanavara,0,Hesaraghatta Main Road,tertiary,0.14,"[(13.043551532307578, 77.51568127059645), (13.048536653726302, 77.51576384210342), (13.051040372550558, 77.51159546754474), (13.048559044858031, 77.50734479128354), (13.043574157899844, 77.5072623639225), (13.041070364171532, 77.5114304686825)]",5.990321511435201,13.80952380952381,0.22668130336710796,0.2247,Medium,0.12107563975454819,0.2852534053064381
8860145959fffff,13.015770005263159,77.5456798,13.016046882954079,77.54469686488636,19,19,0.3596842105263158,0.6842105263157895,0.0,WRONG PARKING,CAR,Rajajinagar,21,Shankarnagar Main Road,tertiary,0.12666666666666668,"[(13.01354120563334, 77.5488660531248), (13.018527472596565, 77.54894918483), (13.021033015576297, 77.54477992586713), (13.018552366068429, 77.54052780473636), (13.013566333260863, 77.54044481724128), (13.011060715803342, 77.54461380667267)]",5.338634143363049,13.947368421052635,0.25749459183051265,0.2411,Medium,0.08249119267313228,0.2809807443875289
8860145b47fffff,12.985491363157895,77.58546641578948,12.985993866794134,77.58631073934811,19,19,0.23657894736842106,0.6789473684210526,0.15789473684210525,WRONG PARKING,CAR,High ground,5,Palace Road,secondary,0.12666666666666668,"[(12.983486115099781, 77.59048113560961), (12.988473757563618, 77.59056497195395), (12.990981375325301, 77.58639450493625), (12.988501424614784, 77.58214047078879), (12.983514015916596, 77.58205677874184), (12.981006324161068, 77.58622697655073)]",5.312638905849309,12.63157894736842,0.21496472697040436,0.2498,High,0.11368489133444389,0.2796125739920689
886189253dfffff,12.956941237328557,77.65290156337737,12.955825855338745,77.65322217673211,21,20,0.47656666666666664,0.6761904761904761,0.38095238095238093,NO PARKING,CAR,Jeevanbheemanagar,6,HAL Old Airport Road,residential,0.14,"[(12.953315272407579, 77.65739475263413), (12.958304985472102, 77.65747972720243), (12.960815434999287, 77.65330708048519), (12.958336244797094, 77.64904972792488), (12.953346764853757, 77.6489648978104), (12.950836241989158, 77.65313727580819)]",5.851458402386477,15.952380952380954,0.3481036633629696,0.1964,Low,0.16663673990541278,0.27864087630411793
8861892c93fffff,13.036921622727272,77.57422177727273,13.03839867660166,77.57455239721563,22,22,0.23193636363636363,0.5181818181818182,0.13636363636363635,WRONG PARKING,CAR,Kodigehalli,5,Sanjaynagar Main Road,tertiary,0.14666666666666667,"[(13.03589271428492, 77.57872304705529), (13.040879643902407, 77.57880669622129), (13.043385471858297, 77.57463597561421), (13.04090444462012, 77.57038187522379), (13.03591774884207, 77.57029837037169), (13.033411846460544, 77.5744688216019)]",6.060374920902765,15.45454545454546,0.2843248455406832,0.2329,Medium,0.1209926428560435,0.27547158731376203
8861892091fffff,12.93311812458442,77.6964769379361,12.933189853706518,77.69921317630948,34,34,0.40447058823529414,0.7823529411764706,0.6176470588235294,PARKING IN A MAIN ROAD,MAXI-CAB,HAL Old Airport,23,Gear School road,secondary,0.22666666666666666,"[(12.930677277539102, 77.7033872185667), (12.935668422227879, 77.7034729751823), (12.938180865369267, 77.69929886207049), (12.935702236692794, 77.69503926072697), (12.930711324682111, 77.69495364867035), (12.928198808667544, 77.69912749340402)]",9.336948955916473,21.029411764705884,0.3817601551005119,0.2924,Critical,0.26793824221115425,0.2746161457622492
8861892721fffff,12.907304257506205,77.69572169128296,12.910747344032682,77.6946112289725,26,26,0.20561538461538462,0.48846153846153845,0.0,WRONG PARKING,MOTOR CYCLE,Bellandur,2,Sarjapura Road,primary,0.17333333333333334,"[(12.908234296258266, 77.69878479033467), (12.913225474047675, 77.69887046181942), (12.91573838893515, 77.69469682961794), (12.91326019878407, 77.6904377943068), (12.908269253736512, 77.69035226734735), (12.905756266095873, 77.69452563117947)]",7.11348496341246,14.807692307692312,0.22038086994037512,0.2785,Critical,0.11003703670641125,0.27359557551586383
8861892e69fffff,12.9926082,77.71632689545454,12.993016941115373,77.7171139345799,22,22,0.299,0.6727272727272727,0.09090909090909091,WRONG PARKING,CAR,Mahadevapura,2,Whitefield Road,primary,0.14666666666666667,"[(12.99050545599395, 77.72128947551916), (12.995496659693355, 77.72137555574605), (12.998008011445112, 77.71719994390541), (12.995528232649203, 77.71293852020797), (12.99053726140029, 77.71285258464519), (12.98802583649447, 77.71702792812147)]",5.985701856148492,14.090909090909093,0.2487038645776112,0.2856,Critical,0.11079508099316887,0.27207735709765873
8861892c95fffff,13.043384138461537,77.58804001538462,13.045841696918085,77.58731611063462,13,13,0.28423076923076923,0.7307692307692307,0.46153846153846156,NO PARKING,PASSENGER AUTO,Kodigehalli,2,Tumkur Road Exit,tertiary,0.08666666666666667,"[(13.043335554735716, 77.59148735612794), (13.048322782528354, 77.59157122600067), (13.050828790356444, 77.58739990972256), (13.048347644778772, 77.5831449928844), (13.043360650691989, 77.5830612673679), (13.040854568474819, 77.58723231433912)]",3.535710779939318,9.615384615384615,0.1787543512474426,0.2203,Medium,0.14701452141744586,0.27197775230302446
8860145803fffff,12.99027318181818,77.5051835681818,12.993723380152147,77.50643824130715,22,22,0.4012636363636364,0.65,0.13636363636363635,WRONG PARKING,SCOOTER,Kamakshipalya,6,Magadi Road,primary,0.14666666666666667,"[(12.991218241241828, 77.51060563923905), (12.996203608372404, 77.51068810982058), (12.998708612922396, 77.50652064121658), (12.996228324926415, 77.50227097177658), (12.991243192350714, 77.50218864527787), (12.988738113214016, 77.50635584414215)]",5.97929102510019,13.409090909090912,0.22523860478134303,0.2937,Critical,0.11979098174374062,0.27178595568637226
886014580bfffff,12.989037683333333,77.50809789444445,12.98623283997848,77.51052317140433,18,18,0.3186611111111111,0.5944444444444444,0.2222222222222222,NO PARKING,CAR,Kamakshipalya,23,Magadi Road,primary,0.12,"[(12.983727372673586, 77.51469062702621), (12.988712908224871, 77.51477316553411), (12.991218241241828, 77.51060563923905), (12.988738113214016, 77.50635584414215), (12.983752812183159, 77.50627344972142), (12.981247404657552, 77.51044070631623)]",4.801118200567156,11.944444444444445,0.22143391909093146,0.2809,Critical,0.11879215079226188,0.2667287889203976
8860145a31fffff,12.96042827368421,77.52688678421052,12.956265715452142,77.52686278903666,19,18,0.3622894736842105,0.4526315789473684,0.5263157894736842,NO PARKING,SCOOTER,Byatarayanapura,6,9th Cross Road,tertiary,0.12666666666666668,"[(12.95375893596029, 77.5310304749918), (12.95874514336712, 77.53111328519338), (12.961251788860727, 77.52694552856083), (12.958772301141629, 77.52269523127477), (12.953786328117179, 77.5226125651778), (12.951279608427308, 77.52678005226808)]",4.948195750396873,12.368421052631575,0.21498004209160762,0.2366,Medium,0.1819680642907538,0.26043135528404593
886016911dfffff,13.246349066666665,77.71429870666667,13.247535841724845,77.71306011838041,15,15,0.2884933333333333,0.6266666666666667,0.26666666666666666,WRONG PARKING,CAR,Devanahalli Airport,22,unknown,residential,0.1,"[(13.245031459079977, 77.71723895380843), (13.250020583587673, 77.7173250356529), (13.252524831034307, 77.71314612921068), (13.250040028852688, 77.70888140976454), (13.245051136615448, 77.70879547281223), (13.242546814287058, 77.71297411041961)]",3.851136890951276,13.0,0.304468278539486,0.1684,Low,0.11306979834443437,0.2567424593967517
8860145841fffff,12.978488069975086,77.53216096182997,12.978689635679572,77.5314445535825,24,24,0.249,0.49166666666666664,0.0,WRONG PARKING,SCOOTER,Vijayanagara,7,Magadi Road,secondary,0.16,"[(12.976183332571209, 77.53561272112069), (12.981169505081272, 77.53569561580704), (12.98367567405291, 77.53152737757614), (12.98119574482859, 77.52727651421654), (12.976209806637014, 77.5271937636685), (12.973703563349096, 77.53136173234753)]",6.120910672853829,14.16666666666667,0.23745276899455456,0.2559,High,0.09497208335301195,0.2550379447022429
88618920adfffff,12.962392445,77.73290551,12.963003084325397,77.73347171431551,20,20,0.39856499999999995,0.6449999999999999,0.55,NO PARKING,CAR,Whitefield,2,New Temple Road,residential,0.13333333333333333,"[(12.960490292628817, 77.73764747750297), (12.965482165437534, 77.73773382985355), (12.96799482405597, 77.73355799576092), (12.965515682704693, 77.72929607752761), (12.9605240422063, 77.72920986985774), (12.958011310746526, 77.73338543574619)]",5.091281902552205,15.25,0.3538905395596917,0.1864,Low,0.1890029540401346,0.25456409512761025
8861892f47fffff,13.035354454166667,77.7353529375,13.037875583961375,77.73476623806323,24,24,0.44945416666666665,0.6166666666666666,0.5833333333333334,NO PARKING,CAR,K.R. Pura,21,Hirandahalli Main Road,secondary,0.16,"[(13.035364792140497, 77.73894306507931), (13.040356148699908, 77.73902946062385), (13.042866806913844, 77.73485256266677), (13.040386181901194, 77.73058953749678), (13.03539505757812, 77.73050328670675), (13.032884326028999, 77.73467991633794)]",6.020615815931943,13.958333333333336,0.24039466761189868,0.2753,High,0.21015238299039257,0.25085899233049763
8861892cc1fffff,13.031686194117647,77.62278971764707,13.03077528816037,77.62077401362596,17,17,0.29519999999999996,0.6941176470588235,0.11764705882352941,NO PARKING,CAR,K.G. Halli,21,1st Main Road,tertiary,0.11333333333333333,"[(13.02826772652378, 77.6249463504945), (13.03325599304287, 77.62503078958214), (13.035763420588731, 77.62085838189924), (13.0332826556744, 77.61660180419688), (13.028294622539772, 77.61651750954384), (13.02578712093275, 77.62068964816433)]",4.262162208270779,11.176470588235293,0.20465842324895278,0.2262,Medium,0.08971229029310052,0.25071542401592817
886014514dfffff,12.872446204545456,77.53933918636363,12.873943687172758,77.53812228928288,22,22,0.5019818181818182,0.7272727272727273,0.18181818181818182,WRONG PARKING,CAR,Thalagattapura,6,Kanakapura Road,trunk,0.14666666666666667,"[(12.87143432238507, 77.54228929955882), (12.876421425793232, 77.54237228035059), (12.878930657223352, 77.53820519942263), (12.876452858807655, 77.53395540703424), (12.871465989734888, 77.53387257030137), (12.868956684740295, 77.53803938190383)]",5.48398940097026,14.772727272727275,0.29118199245733417,0.3204,Critical,0.12154153434725828,0.24927224549864818
8861892eebfffff,12.99203019117647,77.6525106,12.993261655899637,77.64964361788373,34,32,0.2367411764705882,0.5588235294117647,0.9411764705882353,NO PARKING,CAR,Banaswadi,1,Railway Line Road,secondary,0.22666666666666666,"[(12.990752201271855, 77.65381656242386), (12.99574154299883, 77.653901485985), (12.998250863938468, 77.64972847061632), (12.995770916762346, 77.64547080050046), (12.990781808162106, 77.64538602141837), (12.988272413608998, 77.64955876797887)]",8.411103623584003,19.26470588235294,0.3568557297805027,0.2703,High,0.318923122127558,0.24738540069364715
886189246dfffff,12.89562958,77.65775622999999,12.895913983056943,77.66063214334513,20,20,0.26886999999999994,0.515,0.15,NO PARKING,SCOOTER,Bellandur,5,Haralur Road,tertiary,0.13333333333333333,"[(12.893401548981316, 77.6648041944373), (12.898391894009738, 77.66488927945446), (12.900904195144856, 77.66071715756657), (12.898426224132773, 77.65646021923378), (12.893436112198495, 77.65637527863468), (12.890923738179938, 77.66054713195608)]",4.938532482598608,12.5,0.22463923432380387,0.2277,Medium,0.10673921182513321,0.24692662412993038
8861892425fffff,12.917288947058823,77.63862258235294,12.918452318440698,77.63994311677249,17,17,0.31244705882352936,0.6411764705882352,0.058823529411764705,NO PARKING,CAR,HSR Layout,2,14th Main Road,tertiary,0.11333333333333333,"[(12.915941115955865, 77.6441146741364), (12.920930729818785, 77.64419941085475), (12.923441799104596, 77.64002778270722), (12.920963327700896, 77.63577168658826), (12.915973947121755, 77.63568709425213), (12.913462804660288, 77.63985845365849)]",4.084437696192166,10.294117647058824,0.17725654998148088,0.2253,Medium,0.07531371201532311,0.24026104095248033
8861892c83fffff,13.048746617647058,77.59340115294118,13.045816580370778,77.59574266998688,17,15,0.25241176470588234,0.43529411764705883,0.0,NO PARKING,SCOOTER,Hebbala,22,4th Main Road,tertiary,0.11333333333333333,"[(13.043310183913253, 77.59991424164285), (13.048297645327702, 77.59999825589513), (13.050803907470451, 77.59582661344515), (13.048322782528354, 77.59157122600067), (13.043335554735716, 77.59148735612794), (13.040829218261155, 77.59565872932593)]",3.9978316500614177,10.294117647058826,0.17817655455636563,0.2193,Medium,0.06226550690423275,0.23516656765067162
88618925ddfffff,12.916477381818181,77.60812744090909,12.918580991605543,77.60623886842005,22,22,0.29509090909090907,0.4318181818181818,0.0,NO PARKING,SCOOTER,Mico Layout,6,7th Main Road,tertiary,0.14666666666666667,"[(12.916070802110088, 77.61040912426928), (12.92105948233216, 77.61049328359796), (12.923569538469572, 77.60632295700171), (12.921090987787622, 77.60206874004393), (12.91610254118637, 77.60198472500463), (12.913592411644068, 77.6061547826395)]",5.132995412360263,12.272727272727275,0.20377982470408423,0.2297,Medium,0.07997617669741648,0.23331797328910284
8861892ebdfffff,13.007548084210526,77.62193471578948,13.008314313559218,77.62460862228264,19,19,0.32242105263157894,0.5526315789473685,0.10526315789473684,NO PARKING,SCOOTER,Pulikeshinagar(F.Town),6,Hennur Main Road,residential,0.12666666666666668,"[(13.005806021967807, 77.62878080330495), (13.010794561004296, 77.62886530194562), (13.013302718682992, 77.62469305011507), (13.010822411207283, 77.62043656864779), (13.005834105535548, 77.62035221443126), (13.003325873972518, 77.62452419726364)]",4.363988276956894,11.31578947368421,0.21001313045948786,0.1669,Low,0.08909959923878367,0.22968359352404705
88618925a1fffff,12.966133593333332,77.60709608,12.963476712834236,77.60699576651213,15,15,0.23822666666666667,0.5733333333333334,0.06666666666666667,NO PARKING,CAR,Ashok Nagar,1,Castle Street,residential,0.1,"[(12.960967724830398, 77.61116665917017), (12.965956104102986, 77.61125084373666), (12.968464958431573, 77.60707988031015), (12.965985507187543, 77.60282500135773), (12.960997361492353, 77.60274096112477), (12.95848843346157, 77.60691165551646)]",3.43092034029389,11.0,0.24261623190706516,0.1574,Low,0.06684220058691512,0.22872802268625933
8860145969fffff,13.04631244090909,77.57193208636363,13.045891105478587,77.57046538285834,22,22,0.27652727272727273,0.6454545454545454,0.045454545454545456,WRONG PARKING,CAR,Kodigehalli,22,1st Main Road,tertiary,0.14666666666666667,"[(13.043385471858297, 77.57463597561421), (13.0483722321552, 77.57471955679777), (13.05087773134224, 77.57054889327553), (13.048396544733848, 77.56629491799205), (13.043410018310801, 77.56621148111807), (13.04090444462012, 77.57038187522379)]",5.019017612318077,13.636363636363638,0.26329152554530405,0.2319,Medium,0.08737793791721182,0.22813716419627622
8861892185fffff,13.003093244987872,77.7571213595306,13.00035971303752,77.75521828350607,19,19,0.15728421052631578,0.5368421052631579,0.15789473684210525,WRONG PARKING,CAR,Mahadevapura,4,unknown,residential,0.12666666666666668,"[(12.997847285693066, 77.75939538743762), (13.002839482812137, 77.75948212327596), (13.005351776913761, 77.75530494839867), (13.002871946838567, 77.75104130581414), (12.997879981781036, 77.75095471475099), (12.995367614734791, 77.75513162150291)]",4.289214189766762,14.473684210526319,0.355303419798965,0.1599,Low,0.09851776510656263,0.2257481152508822
8861892767fffff,12.90335807554914,77.70482214370028,12.903207621760599,77.70713229299443,30,30,0.33326666666666666,0.6033333333333333,0.0,WRONG PARKING,CAR,Bellandur,0,Sarjapura Road,primary,0.2,"[(12.900693995097487, 77.71130623421493), (12.905685571321825, 77.71139211823764), (12.908199065210939, 77.7072181061678), (12.905721055490865, 77.70295847835483), (12.900729711888543, 77.70287273888466), (12.89821614538199, 77.70704648268065)]",6.682332753286931,13.666666666666668,0.1970709962283899,0.288,Critical,0.10435743194705059,0.22274442510956438
